Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Gravel,York,2020-02-01,1,3560,2020-02-21,012SPEC93589
Gravel,Birmingham,2020-11-05,2,771,2020-11-18,943SPEC24920
Gravel,Manchester,2020-01-30,4,2832,2020-02-07,429SPEC21320
Mountain,Manchester,2020-07-02,4,1049,2020-07-13,942SPEC34350
Road,Birmingham,2020-08-01,1,3918,2020-08-19,120SPEC13500
Road,Manchester,2020-09-22,4,1752,2020-10-07,220SPEC12411
Gravel,Manchester,2020-09-28,4,1154,2020-10-11,012SPEC24030
Mountain,Leeds,2020-07-06,2,1576,2020-07-07,043SPEC12409
Road,London,2020-02-01,4,2239,2020-02-07,032SPEC29133
Road,Birmingham,2020-08-01,1,3346,2020-08-07,021SPEC01451
Road,York,2020-05-29,2,940,2020-06-05,102SPEC84232
Gravel,Manchester,2020-03-01,5,2784,2020-03-02,012SPEC93590
Road,Leeds,2020-09-16,3,3813,2020-09-29,943SPEC24921
Road,Manchester,2020-09-17,5,1605,2020-09-20,429SPEC21321
Mountain,York,2020-08-08,4,1163,2020-08-23,942SPEC34351
Gravel,Leeds,2020-05-29,2,992,2020-06-12,120SPEC13501
Gravel,Leeds,2020-08-01,2,1181,2020-08-06,220SPEC12412
Mountain,York,2020-11-09,2,2618,2020-11-22,012SPEC24031
Gravel,Manchester,2020-11-07,5,1656,2020-11-11,043SPEC12410
Gravel,Birmingham,2020-06-15,1,1442,2020-06-17,032SPEC29134
Road,Leeds,2020-10-06,4,2192,2020-10-20,021SPEC01452
Mountain,York,2020-05-31,2,1897,2020-06-02,102SPEC84233
Mountain,London,2020-10-28,1,2310,2020-11-01,012SPEC93591
Road,Manchester,2020-05-27,2,2017,2020-06-09,943SPEC24922
Road,London,2020-03-11,4,3441,2020-03-29,429SPEC21322
Mountain,London,2020-09-06,3,3892,2020-09-25,942SPEC34352
Gravel,Leeds,2020-01-21,5,3566,2020-01-22,120SPEC13502
Mountain,York,2020-06-02,3,1274,2020-06-16,220SPEC12413
Road,Leeds,2020-05-25,2,1686,2020-06-10,012SPEC24032
Road,London,2020-02-13,3,1728,2020-02-25,043SPEC12411
Road,Leeds,2020-10-07,5,3963,2020-10-19,032SPEC29135
Gravel,Birmingham,2020-05-17,5,1349,2020-06-05,021SPEC01453
Gravel,Manchester,2020-05-09,4,2763,2020-05-29,102SPEC84234
Road,Leeds,2020-06-04,2,3392,2020-06-15,012SPEC93592
Gravel,London,2020-12-24,2,2396,2021-01-06,943SPEC24923
Mountain,London,2020-02-25,2,2891,2020-03-04,429SPEC21323
Mountain,Manchester,2020-01-13,2,2187,2020-02-02,942SPEC34353
Road,York,2020-07-05,1,3465,2020-07-25,120SPEC13503
Mountain,Birmingham,2020-09-25,2,1232,2020-09-28,220SPEC12414
Road,Leeds,2020-10-20,4,1874,2020-10-26,012SPEC24033
Gravel,York,2020-05-13,2,1247,2020-05-29,043SPEC12412
Mountain,London,2020-02-01,1,3120,2020-02-15,032SPEC29136
Mountain,Manchester,2020-06-03,4,2724,2020-06-19,021SPEC01454
Gravel,Birmingham,2020-07-08,1,1912,2020-07-11,102SPEC84235
Mountain,York,2020-09-25,1,2619,2020-10-02,012SPEC93593
Gravel,London,2020-09-06,2,3618,2020-09-13,943SPEC24924
Road,London,2020-12-09,2,1636,2020-12-16,429SPEC21324
Road,Leeds,2020-08-24,2,2697,2020-09-08,942SPEC34354
Mountain,Birmingham,2020-10-19,5,984,2020-10-23,120SPEC13504
Mountain,Manchester,2020-09-26,2,1283,2020-10-07,220SPEC12415
Gravel,Leeds,2020-04-29,1,2286,2020-05-07,012SPEC24034
Mountain,Manchester,2020-02-02,4,1622,2020-02-18,043SPEC12413
Gravel,York,2020-01-30,3,2314,2020-02-05,032SPEC29137
Gravel,York,2020-02-26,1,2250,2020-03-10,021SPEC01455
Mountain,Leeds,2020-03-28,1,2539,2020-03-30,102SPEC84236
Mountain,York,2020-09-07,1,3713,2020-09-26,012SPEC93594
Road,Manchester,2020-09-04,3,1451,2020-09-10,943SPEC24925
Road,Birmingham,2020-04-05,3,1736,2020-04-20,429SPEC21325
Road,London,2020-11-12,3,3165,2020-11-30,942SPEC34355
Gravel,Birmingham,2020-10-29,2,3786,2020-11-12,120SPEC13505
Gravel,York,2020-03-31,5,3637,2020-04-17,220SPEC12416
Gravel,Manchester,2020-09-07,4,1977,2020-09-19,012SPEC24035
Gravel,Manchester,2020-03-12,1,1838,2020-03-20,043SPEC12414
Mountain,Leeds,2020-12-24,1,1961,2021-01-03,032SPEC29138
Mountain,London,2020-02-05,5,2240,2020-02-25,021SPEC01456
Mountain,Manchester,2020-12-21,5,3844,2020-12-25,102SPEC84237
Gravel,Birmingham,2020-08-01,2,3549,2020-08-21,012SPEC93595
Road,Birmingham,2020-06-29,3,2362,2020-07-06,943SPEC24926
Road,Birmingham,2020-03-08,4,3489,2020-03-20,429SPEC21326
Road,York,2020-12-21,3,3689,2021-01-01,942SPEC34356
Mountain,York,2020-10-16,2,1175,2020-10-29,120SPEC13506
Road,Birmingham,2020-11-04,5,1980,2020-11-15,220SPEC12417
Mountain,Manchester,2020-07-18,2,1716,2020-07-29,012SPEC24036
Mountain,London,2020-05-13,1,2543,2020-05-31,043SPEC12415
Road,Manchester,2020-06-29,5,2893,2020-07-10,032SPEC29139
Gravel,Birmingham,2020-11-12,4,2549,2020-11-22,021SPEC01457
Road,London,2020-05-12,4,1971,2020-05-13,102SPEC84238
Gravel,London,2020-03-25,1,3708,2020-04-03,012SPEC93596
Road,Leeds,2020-01-24,1,1790,2020-02-11,943SPEC24927
Mountain,Leeds,2020-08-29,4,3034,2020-09-04,429SPEC21327
Road,York,2020-04-15,1,1394,2020-05-05,942SPEC34357
Gravel,Birmingham,2020-08-12,4,2579,2020-08-31,120SPEC13507
Road,York,2020-10-30,3,1684,2020-11-12,220SPEC12418
Mountain,Leeds,2020-05-06,1,2273,2020-05-21,012SPEC24037
Gravel,Manchester,2020-07-19,4,2837,2020-07-23,043SPEC12416
Mountain,Birmingham,2020-01-17,1,2114,2020-01-25,032SPEC29140
Road,Manchester,2020-02-01,1,1040,2020-02-18,021SPEC01458
Mountain,Birmingham,2020-08-02,1,3726,2020-08-05,102SPEC84239
Gravel,York,2020-09-02,1,1198,2020-09-13,012SPEC93597
Road,Leeds,2020-09-22,2,3976,2020-09-27,943SPEC24928
Gravel,Leeds,2020-11-15,5,3183,2020-11-23,429SPEC21328
Gravel,Birmingham,2020-02-04,1,2002,2020-02-12,942SPEC34358
Road,Leeds,2020-03-14,5,2098,2020-03-17,120SPEC13508
Mountain,Leeds,2020-08-15,1,1890,2020-08-20,220SPEC12419
Road,London,2020-03-26,2,2931,2020-04-10,012SPEC24038
Gravel,Birmingham,2020-12-02,4,1710,2020-12-08,043SPEC12417
Gravel,Manchester,2020-01-03,1,2412,2020-01-14,032SPEC29141
Road,Manchester,2020-12-21,5,3130,2020-12-24,021SPEC01459
Road,York,2020-06-23,3,1879,2020-07-12,102SPEC84240
Gravel,Manchester,2020-09-11,2,3147,2020-09-16,012SPEC93598
Gravel,London,2020-03-12,5,3456,2020-03-16,943SPEC24929
Road,York,2020-05-19,5,1485,2020-05-23,429SPEC21329
Road,Manchester,2020-08-26,3,1991,2020-09-04,942SPEC34359
Mountain,Leeds,2020-07-01,2,1909,2020-07-13,120SPEC13509
Road,Leeds,2020-02-23,3,2077,2020-02-25,220SPEC12420
Road,York,2020-11-18,3,3839,2020-12-01,012SPEC24039
Road,Leeds,2020-10-10,1,1200,2020-10-24,043SPEC12418
Gravel,Manchester,2020-05-24,3,3224,2020-05-28,032SPEC29142
Gravel,Birmingham,2020-10-12,4,1230,2020-10-25,021SPEC01460
Gravel,Manchester,2020-03-19,1,3975,2020-03-31,102SPEC84241
Road,Leeds,2020-05-26,5,3176,2020-05-31,012SPEC93599
Mountain,Birmingham,2020-05-21,5,1730,2020-06-05,943SPEC24930
Road,Leeds,2020-05-27,3,2116,2020-06-11,429SPEC21330
Mountain,Leeds,2020-09-23,1,1412,2020-10-03,942SPEC34360
Gravel,Leeds,2020-07-01,3,3225,2020-07-09,120SPEC13510
Road,Manchester,2020-02-03,5,1250,2020-02-13,220SPEC12421
Road,Birmingham,2020-02-11,2,1991,2020-03-01,012SPEC24040
Road,York,2020-05-02,2,1326,2020-05-08,043SPEC12419
Mountain,York,2020-04-02,4,3871,2020-04-07,032SPEC29143
Gravel,London,2020-08-18,2,1792,2020-09-03,021SPEC01461
Mountain,Manchester,2020-12-12,2,1414,2020-12-23,102SPEC84242
Gravel,Manchester,2020-06-04,2,1128,2020-06-06,012SPEC93600
Road,Birmingham,2020-04-03,2,2090,2020-04-07,943SPEC24931
Road,London,2020-07-10,1,3954,2020-07-13,429SPEC21331
Gravel,Manchester,2020-07-30,4,3980,2020-08-14,942SPEC34361
Road,York,2020-12-11,5,3801,2020-12-22,120SPEC13511
Mountain,Birmingham,2020-09-04,1,2911,2020-09-10,220SPEC12422
Gravel,Leeds,2020-08-10,4,3431,2020-08-19,012SPEC24041
Gravel,Manchester,2020-10-22,4,2557,2020-11-07,043SPEC12420
Road,Manchester,2020-12-22,2,3784,2020-12-29,032SPEC29144
Mountain,Manchester,2020-02-15,1,1128,2020-03-04,021SPEC01462
Gravel,Birmingham,2020-04-15,5,1656,2020-04-25,102SPEC84243
Road,Birmingham,2020-10-24,2,2917,2020-11-11,012SPEC93601
Mountain,Leeds,2020-10-23,2,2527,2020-11-07,943SPEC24932
Mountain,Birmingham,2020-08-21,3,3896,2020-09-01,429SPEC21332
Mountain,Leeds,2020-01-31,1,3019,2020-02-12,942SPEC34362
Road,Birmingham,2020-12-03,2,1504,2020-12-07,120SPEC13512
Road,York,2020-10-29,4,3775,2020-11-02,220SPEC12423
Mountain,Leeds,2020-07-05,1,2270,2020-07-06,012SPEC24042
Road,Manchester,2020-11-07,3,1552,2020-11-27,043SPEC12421
Mountain,Leeds,2020-08-24,3,2607,2020-09-07,032SPEC29145
Road,London,2020-03-15,2,2628,2020-03-23,021SPEC01463
Gravel,Birmingham,2020-08-31,2,2319,2020-09-10,102SPEC84244
Gravel,London,2020-05-27,3,1074,2020-06-16,012SPEC93602
Gravel,London,2020-04-20,1,2907,2020-05-09,943SPEC24933
Mountain,Manchester,2020-03-16,3,868,2020-03-24,429SPEC21333
Mountain,Manchester,2020-07-05,3,856,2020-07-22,942SPEC34363
Mountain,Manchester,2020-02-22,2,3214,2020-02-29,120SPEC13513
Gravel,York,2020-05-17,4,3180,2020-06-05,220SPEC12424
Mountain,York,2020-11-19,2,3535,2020-12-07,012SPEC24043
Gravel,York,2020-04-20,2,1491,2020-05-10,043SPEC12422
Mountain,Birmingham,2020-07-14,1,1237,2020-07-25,032SPEC29146
Road,York,2020-03-10,1,2091,2020-03-21,021SPEC01464
Gravel,London,2020-08-12,1,3609,2020-08-29,102SPEC84245
Road,York,2020-04-03,3,2973,2020-04-09,012SPEC93603
Mountain,Manchester,2020-09-26,2,2587,2020-09-29,943SPEC24934
Gravel,Leeds,2020-06-07,1,1257,2020-06-08,429SPEC21334
Road,Manchester,2020-02-24,1,1241,2020-03-09,942SPEC34364
Mountain,Birmingham,2020-03-28,1,876,2020-04-09,120SPEC13514
Gravel,Manchester,2020-04-10,2,3835,2020-04-17,220SPEC12425
Mountain,London,2020-11-22,5,2349,2020-12-11,012SPEC24044
Road,London,2020-01-29,1,1727,2020-02-02,043SPEC12423
Mountain,London,2020-04-30,1,2832,2020-05-16,032SPEC29147
Road,Manchester,2020-10-05,4,3142,2020-10-25,021SPEC01465
Mountain,Manchester,2020-01-16,4,2719,2020-01-21,102SPEC84246
Gravel,Manchester,2020-11-11,2,1380,2020-11-17,012SPEC93604
Mountain,Birmingham,2020-07-21,2,3838,2020-07-31,943SPEC24935
Gravel,London,2020-02-14,4,3273,2020-02-16,429SPEC21335
Mountain,London,2020-08-11,5,2028,2020-08-21,942SPEC34365
Road,Birmingham,2020-11-24,3,3691,2020-12-11,120SPEC13515
Mountain,Birmingham,2020-01-19,4,3873,2020-01-20,220SPEC12426
Mountain,London,2020-12-19,2,1213,2021-01-02,012SPEC24045
Mountain,York,2020-07-24,2,2839,2020-08-13,043SPEC12424
Mountain,York,2020-04-19,2,1459,2020-05-07,032SPEC29148
Gravel,Birmingham,2020-11-17,2,1582,2020-11-20,021SPEC01466
Gravel,Birmingham,2020-09-30,5,1873,2020-10-14,102SPEC84247
Road,Leeds,2020-03-22,3,3722,2020-04-05,012SPEC93605
Gravel,Manchester,2020-03-02,4,3772,2020-03-08,943SPEC24936
Gravel,Leeds,2020-10-23,5,1056,2020-11-06,429SPEC21336
Gravel,Leeds,2020-03-29,4,1509,2020-04-02,942SPEC34366
Gravel,York,2020-02-29,2,3696,2020-03-08,120SPEC13516
Road,London,2020-07-14,5,1576,2020-07-21,220SPEC12427
Gravel,Birmingham,2020-02-15,3,2430,2020-02-16,012SPEC24046
Mountain,Leeds,2020-07-27,3,3837,2020-08-15,043SPEC12425
Road,London,2020-02-19,3,1858,2020-03-06,032SPEC29149
Road,York,2020-07-22,3,2496,2020-08-08,021SPEC01467
Gravel,Birmingham,2020-09-05,2,1862,2020-09-20,102SPEC84248
Road,Manchester,2020-12-21,1,3737,2020-12-28,03913/012ORRO
Road,London,2020-12-25,2,884,2021-01-01,03913/012ORRO
Road,London,2020-01-22,2,2897,2020-01-26,48321/001ORRO
Gravel,Manchester,2020-06-13,3,3940,2020-06-29,84123/002ORRO
Road,London,2020-10-02,3,1160,2020-10-10,12349/014ORRO
Mountain,York,2020-10-15,2,2767,2020-10-23,19312/032ORRO
Road,Birmingham,2020-03-03,5,2182,2020-03-22,23144/014ORRO
Gravel,Birmingham,2020-03-03,1,2658,2020-03-22,03913/012ORRO
Gravel,London,2020-02-20,3,3829,2020-02-27,03913/012ORRO
Mountain,London,2020-07-28,5,3138,2020-08-15,48321/001ORRO
Mountain,Birmingham,2020-04-28,4,1598,2020-05-11,84123/002ORRO
Gravel,Birmingham,2020-06-04,5,912,2020-06-07,12349/014ORRO
Mountain,London,2020-12-03,4,2109,2020-12-10,19312/032ORRO
Gravel,York,2020-01-29,5,3850,2020-01-31,23144/014ORRO
Gravel,Birmingham,2020-03-25,4,2005,2020-04-03,03913/012ORRO
Mountain,London,2020-09-05,1,2708,2020-09-13,03913/012ORRO
Gravel,Leeds,2020-12-04,3,3017,2020-12-15,48321/001ORRO
Road,York,2020-05-05,1,1298,2020-05-18,84123/002ORRO
Road,York,2020-01-17,5,1128,2020-01-31,12349/014ORRO
Road,Leeds,2020-10-09,4,786,2020-10-24,19312/032ORRO
Mountain,York,2020-04-07,5,3171,2020-04-12,23144/014ORRO
Road,York,2020-03-20,2,2855,2020-03-31,03913/012ORRO
Road,York,2020-05-25,3,2359,2020-05-28,03913/012ORRO
Road,York,2020-06-07,1,803,2020-06-20,48321/001ORRO
Mountain,Manchester,2020-11-18,3,1440,2020-11-21,84123/002ORRO
Gravel,York,2020-04-04,5,3078,2020-04-05,12349/014ORRO
Mountain,London,2020-10-24,2,995,2020-11-04,19312/032ORRO
Gravel,Birmingham,2020-07-16,5,3052,2020-08-03,23144/014ORRO
Gravel,Leeds,2020-12-03,3,1091,2020-12-13,03913/012ORRO
Mountain,York,2020-04-10,4,851,2020-04-19,03913/012ORRO
Road,Birmingham,2020-06-25,1,1916,2020-06-29,48321/001ORRO
Road,York,2020-10-07,1,3809,2020-10-15,84123/002ORRO
Road,Birmingham,2020-11-26,4,3297,2020-11-27,12349/014ORRO
Mountain,Manchester,2020-05-07,2,3961,2020-05-09,19312/032ORRO
Road,Birmingham,2020-11-07,5,1057,2020-11-26,23144/014ORRO
Gravel,York,2020-08-10,3,2777,2020-08-23,BROM12042/912
Road,Birmingham,2020-09-02,5,2392,2020-09-22,BROM93423/120
Road,Leeds,2020-11-22,3,3109,2020-12-03,BROM12319/123
Mountain,Birmingham,2020-10-30,1,1999,2020-11-01,BROM12459/124
Mountain,Manchester,2020-02-05,5,3141,2020-02-09,BROM12493/230
Road,York,2020-04-26,1,3947,2020-05-06,BROM24292/102
Mountain,Leeds,2020-09-17,1,2334,2020-09-19,BROM31821/300
Gravel,Birmingham,2020-05-16,5,1362,2020-05-24,BROM34921/102
Mountain,Birmingham,2020-09-15,5,1413,2020-09-20,BROM12042/913
Gravel,Leeds,2020-07-22,4,3939,2020-08-03,BROM93423/121
Gravel,Leeds,2020-11-01,1,1598,2020-11-11,BROM12319/124
Mountain,Manchester,2020-07-16,2,989,2020-08-05,BROM12459/125
Mountain,Leeds,2020-10-17,2,2165,2020-11-02,BROM12493/231
Road,York,2020-04-11,2,1304,2020-04-20,BROM24292/103
Gravel,York,2020-04-11,3,3699,2020-04-23,BROM31821/301
Gravel,Manchester,2020-11-10,4,3045,2020-11-26,BROM34921/103
Road,Birmingham,2020-12-02,3,2605,2020-12-21,BROM12042/914
Road,London,2020-11-15,5,1765,2020-12-03,BROM93423/122
Road,London,2020-08-10,4,3693,2020-08-26,BROM12319/125
Road,Leeds,2020-01-06,1,2358,2020-01-18,BROM12459/126
Mountain,London,2020-02-17,4,2568,2020-03-02,BROM12493/232
Gravel,York,2020-10-15,5,2049,2020-11-03,BROM24292/104
Gravel,London,2020-06-17,1,844,2020-06-19,BROM31821/302
Gravel,Birmingham,2020-09-21,5,1629,2020-09-25,BROM34921/104
Mountain,London,2020-01-02,2,3545,2020-01-15,BROM12042/915
Road,London,2020-08-22,1,1664,2020-08-26,BROM93423/123
Mountain,London,2020-04-03,4,3200,2020-04-23,BROM12319/126
Gravel,London,2020-09-21,1,1761,2020-10-11,BROM12459/127
Gravel,Manchester,2020-02-26,3,3658,2020-03-08,BROM12493/233
Road,Birmingham,2020-11-25,5,2427,2020-12-12,BROM24292/105
Gravel,Birmingham,2020-01-21,5,2687,2020-02-10,BROM31821/303
Mountain,Leeds,2020-10-14,2,2726,2020-10-20,BROM34921/105
Gravel,Leeds,2020-10-05,3,3691,2020-10-09,BROM12042/916
Mountain,York,2020-04-20,1,1547,2020-05-08,BROM93423/124
Gravel,York,2020-04-20,5,3532,2020-04-23,BROM12319/127
Mountain,London,2020-03-06,4,1000,2020-03-16,BROM12459/128
Gravel,Leeds,2020-09-28,4,1706,2020-09-29,BROM12493/234
Road,Birmingham,2020-11-21,3,1094,2020-11-25,BROM24292/106
Road,Manchester,2020-09-22,2,3170,2020-09-29,BROM31821/304
Road,York,2020-08-23,3,2765,2020-08-27,BROM34921/106
Gravel,Birmingham,2020-01-07,4,1455,2020-01-17,BROM12042/917
Road,Birmingham,2020-08-17,2,2481,2020-08-25,BROM93423/125
Road,York,2020-10-31,2,2701,2020-11-08,BROM12319/128
Road,London,2020-03-14,5,1101,2020-03-25,BROM12459/129
Mountain,Birmingham,2020-04-05,3,1743,2020-04-19,BROM12493/235
Gravel,Leeds,2020-02-23,3,3309,2020-02-27,BROM24292/107
Road,London,2020-12-08,1,2204,2020-12-13,BROM31821/305
Mountain,Leeds,2020-03-14,4,2957,2020-03-18,BROM34921/107
Road,York,2020-01-16,4,792,2020-02-04,BROM12042/918
Road,London,2020-02-15,1,962,2020-02-24,BROM93423/126
Mountain,London,2020-08-20,2,794,2020-08-25,BROM12319/129
Mountain,Manchester,2020-10-05,1,854,2020-10-06,BROM12459/130
Road,Leeds,2020-03-25,5,1845,2020-04-02,BROM12493/236
Gravel,Leeds,2020-05-30,3,1354,2020-06-01,BROM24292/108
Mountain,Manchester,2020-09-23,1,1338,2020-10-11,BROM31821/306
Gravel,Birmingham,2020-07-12,4,3191,2020-07-19,BROM34921/108
Mountain,Leeds,2020-09-02,2,2704,2020-09-22,BROM12042/919
Road,Manchester,2020-05-03,1,1494,2020-05-19,BROM93423/127
Road,York,2020-08-12,5,3952,2020-08-31,BROM12319/130
Road,Birmingham,2020-12-22,3,778,2021-01-03,BROM12459/131
Mountain,York,2020-11-14,2,3661,2020-11-20,BROM12493/237
Gravel,Birmingham,2020-10-13,2,3890,2020-11-01,BROM24292/109
Gravel,York,2020-03-08,5,822,2020-03-16,BROM31821/307
Mountain,London,2020-03-27,5,2322,2020-04-04,BROM34921/109
Gravel,Leeds,2020-03-09,1,2000,2020-03-13,BROM12042/920
Gravel,London,2020-07-10,2,770,2020-07-19,BROM93423/128
Road,London,2020-01-06,4,3833,2020-01-13,BROM12319/131
Gravel,Leeds,2020-10-24,2,812,2020-10-27,BROM12459/132
Road,London,2020-10-15,4,3467,2020-10-26,BROM12493/238
Gravel,Leeds,2020-02-28,5,854,2020-03-15,BROM24292/110
Road,York,2020-01-13,5,1707,2020-01-19,BROM31821/308
Gravel,London,2020-01-12,3,3067,2020-01-24,BROM34921/110
Mountain,York,2020-10-13,5,3865,2020-10-19,BROM12042/921
Mountain,Birmingham,2020-06-18,5,2278,2020-07-06,BROM93423/129
Mountain,Manchester,2020-02-08,1,3388,2020-02-13,BROM12319/132
Mountain,York,2020-03-22,5,2358,2020-03-28,BROM12459/133
Gravel,York,2020-07-24,2,2499,2020-08-05,12123/014KONA
Road,York,2020-06-10,4,2514,2020-06-30,84123/192KONA
Road,York,2020-01-22,2,1923,2020-02-06,02381/123KONA
Road,Leeds,2020-02-12,1,3089,2020-02-29,83481/012KONA
Road,Leeds,2020-05-20,2,3875,2020-05-24,93481/014KONA
Mountain,Birmingham,2020-10-19,3,1521,2020-11-06,94120/015KONA
Gravel,Birmingham,2020-10-05,5,853,2020-10-19,92423/192KONA
Road,Manchester,2020-07-04,3,2120,2020-07-19,83412/824KONA
Mountain,London,2020-07-05,2,2794,2020-07-19,81233/023KONA
Mountain,Birmingham,2020-07-11,3,3372,2020-07-12,12123/014KONA
Gravel,Birmingham,2020-03-24,1,1966,2020-04-05,84123/192KONA
Road,London,2020-09-05,4,2888,2020-09-20,02381/123KONA
Mountain,Leeds,2020-01-23,3,2756,2020-01-26,83481/012KONA
Gravel,Birmingham,2020-09-13,2,2761,2020-09-19,93481/014KONA
Road,London,2020-09-10,3,2092,2020-09-13,94120/015KONA
Road,Manchester,2020-08-04,1,979,2020-08-09,92423/192KONA
Mountain,Leeds,2020-09-11,3,2266,2020-09-23,83412/824KONA
Gravel,London,2020-09-13,2,3409,2020-10-03,81233/023KONA
Gravel,York,2020-04-17,2,3119,2020-04-19,12123/014KONA
Road,Leeds,2020-05-27,3,914,2020-06-10,84123/192KONA
Gravel,York,2020-04-05,1,2648,2020-04-19,02381/123KONA
Mountain,London,2020-02-16,2,1125,2020-02-23,83481/012KONA
Gravel,Birmingham,2020-08-21,1,3404,2020-08-25,93481/014KONA
Road,Leeds,2020-08-13,4,2730,2020-08-18,94120/015KONA
Gravel,York,2020-08-27,1,1199,2020-09-02,92423/192KONA
Mountain,London,2020-01-14,2,3876,2020-01-16,83412/824KONA
Mountain,Birmingham,2020-09-13,3,1711,2020-09-25,81233/023KONA
Gravel,London,2020-08-10,5,2834,2020-08-14,12123/014KONA
Road,Leeds,2020-06-04,4,2917,2020-06-09,84123/192KONA
Mountain,Birmingham,2020-01-19,5,2238,2020-01-25,02381/123KONA
Road,York,2020-12-19,4,2097,2020-12-25,83481/012KONA
Road,Manchester,2020-08-07,4,2832,2020-08-16,93481/014KONA
Gravel,Leeds,2020-11-18,5,2633,2020-11-27,94120/015KONA
Gravel,London,2020-04-01,2,2353,2020-04-14,92423/192KONA
Road,Leeds,2020-11-20,3,1311,2020-12-10,83412/824KONA
Mountain,Leeds,2020-02-05,5,993,2020-02-18,81233/023KONA
Mountain,Manchester,2020-05-12,5,1207,2020-05-25,12123/014KONA
Gravel,Birmingham,2020-07-09,2,1376,2020-07-21,84123/192KONA
Mountain,London,2020-07-31,4,2662,2020-08-08,02381/123KONA
Road,Leeds,2020-06-08,2,3605,2020-06-27,83481/012KONA
Gravel,Leeds,2020-04-12,1,3678,2020-04-16,93481/014KONA
Road,Birmingham,2020-01-03,5,2230,2020-01-17,94120/015KONA
Road,Birmingham,2020-07-21,5,2939,2020-08-08,92423/192KONA
Gravel,Leeds,2020-10-11,5,3345,2020-10-16,83412/824KONA
Road,Leeds,2020-05-06,1,3703,2020-05-14,81233/023KONA
Gravel,London,2020-02-24,4,1552,2020-03-06,12123/014KONA
Gravel,London,2020-11-18,2,3701,2020-12-07,84123/192KONA
Gravel,Birmingham,2020-01-30,1,3061,2020-02-09,02381/123KONA
Mountain,Leeds,2020-03-27,4,3423,2020-03-31,83481/012KONA
Gravel,Leeds,2020-12-22,2,890,2021-01-10,93481/014KONA
Road,London,2020-04-25,2,3270,2020-05-13,94120/015KONA
Gravel,Leeds,2020-11-03,4,762,2020-11-22,92423/192KONA
Mountain,Birmingham,2020-08-17,2,3413,2020-08-29,83412/824KONA
Mountain,London,2020-12-03,2,3351,2020-12-13,81233/023KONA
Mountain,Birmingham,2020-12-16,2,2800,2021-01-02,12123/014KONA
Gravel,Birmingham,2020-11-30,2,3937,2020-12-13,84123/192KONA
Road,York,2020-03-26,4,1135,2020-04-10,02381/123KONA
Gravel,Leeds,2020-09-09,5,2379,2020-09-11,83481/012KONA
Gravel,Leeds,2020-10-21,3,3501,2020-10-30,93481/014KONA
Mountain,Birmingham,2020-01-19,3,3654,2020-02-07,94120/015KONA
Gravel,Birmingham,2020-05-18,1,1084,2020-05-24,92423/192KONA
Road,London,2020-04-28,4,1184,2020-05-17,83412/824KONA
Gravel,Manchester,2020-05-18,1,3413,2020-05-24,81233/023KONA
Gravel,York,2020-01-11,5,3940,2020-01-17,12123/014KONA
Mountain,York,2020-05-20,4,2597,2020-05-29,84123/192KONA
Mountain,Birmingham,2020-12-01,1,1120,2020-12-08,02381/123KONA
Road,Birmingham,2020-01-31,2,3929,2020-02-01,83481/012KONA
Road,York,2020-06-26,4,1329,2020-06-30,93481/014KONA
Road,London,2020-07-28,2,2850,2020-08-09,94120/015KONA
Gravel,York,2020-05-07,2,2007,2020-05-21,92423/192KONA
Road,Leeds,2020-03-23,5,1580,2020-04-06,83412/824KONA
Mountain,York,2020-09-26,2,1161,2020-10-12,81233/023KONA
Mountain,London,2020-06-02,2,2424,2020-06-16,12123/014KONA
Mountain,Birmingham,2020-02-12,4,2472,2020-02-16,84123/192KONA
Mountain,Birmingham,2020-06-25,2,2067,2020-06-27,02381/123KONA
Gravel,Leeds,2020-07-29,4,2571,2020-08-02,83481/012KONA
Road,York,2020-08-31,5,1315,2020-09-16,93481/014KONA
Gravel,Manchester,2020-10-13,3,2322,2020-10-26,94120/015KONA
Road,Manchester,2020-01-31,5,2073,2020-02-14,92423/192KONA
Gravel,Leeds,2020-01-30,5,1608,2020-02-03,83412/824KONA
Gravel,Manchester,2020-07-15,3,3355,2020-07-24,81233/023KONA
Mountain,Birmingham,2020-04-24,3,3668,2020-05-08,12123/014KONA
Road,Manchester,2020-07-05,5,1554,2020-07-15,84123/192KONA
Mountain,Manchester,2020-05-03,2,1398,2020-05-06,02381/123KONA
Road,Manchester,2020-02-28,4,2116,2020-03-06,83481/012KONA
Mountain,London,2020-05-15,1,2840,2020-05-20,93481/014KONA
Mountain,York,2020-11-30,3,3797,2020-12-01,94120/015KONA
Gravel,Manchester,2020-08-20,3,3105,2020-09-09,92423/192KONA
Gravel,London,2020-04-14,3,3236,2020-04-30,83412/824KONA
Gravel,Manchester,2020-12-05,3,3599,2020-12-17,81233/023KONA
Road,Leeds,2020-01-22,5,2098,2020-02-05,12123/014KONA
Mountain,Manchester,2020-03-25,5,3006,2020-04-13,84123/192KONA
Road,Birmingham,2020-05-21,2,1251,2020-05-22,02381/123KONA
Gravel,Manchester,2020-08-08,1,3206,2020-08-11,83481/012KONA
Road,Birmingham,2020-01-16,2,906,2020-01-17,93481/014KONA
Road,Leeds,2020-06-13,1,1058,2020-06-23,94120/015KONA
